Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
721609,Spark: The Revolutionary New Science of Exercise and the Brain,John J. Ratey,"Ratey, John J.",Eric Hagerman,0316113506,9780316113502,0,4.1,"Little, Brown Spark",Hardcover,304,2008,2008,,4/30/2020,"to-read, tbr","to-read (#23), tbr (#11)",to-read,,,,0,,,0,,,,,
2195464,What I Talk About When I Talk About Running,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,0307269191,9780307269195,4,3.85,Knopf Publishing Group,Hardcover,188,2008,2007,4/30/2020,4/25/2020,,,read,,,,1,,,0,,,,,
26566676,Discrete Mathematics: An Open Introduction,Oscar Levin,"Levin, Oscar",,1516921186,9781516921188,0,3.89,Createspace Independent Publishing Platform,Paperback,296,2015,2015,,9/30/2019,to-read,to-read (#22),to-read,,,,0,,,0,,,,,
17999205,Computing with Quantum Cats: From Colossus to Qubits,John Gribbin,"Gribbin, John",,0593071158,9780593071151,2,3.73,Bantam Press,Paperback,304,2013,2013,4/27/2020,3/29/2020,,,read,,,,1,,,0,,,,,
41014339,"Endure: Mind, Body, and the Curiously Elastic Limits of Human Performance",Alex  Hutchinson,"Hutchinson, Alex",,,,3,4.14,"Endure: Mind, Body, and the Curiously Elastic Limits of Human Performance",Kindle Edition,321,2018,2018,4/24/2020,4/8/2020,,,read,,,,1,,,0,,,,,
29437949,Behind Closed Doors,B.A. Paris,"Paris, B.A.",,1250121000,9781250121004,0,3.95,St. Martin's Press,Hardcover,293,2016,2016,,4/1/2020,to-read,to-read (#21),to-read,,,,0,,,0,,,,,
6186357,"The Maze Runner (The Maze Runner, #1)",James Dashner,"Dashner, James",,0385737947,9780385737944,0,4.03,Delacorte Press,Hardcover,384,2009,2009,,3/25/2020,,,read,,,,1,,,0,,,,,
38709,"Holes (Holes, #1)",Louis Sachar,"Sachar, Louis",,0439244196,9780439244190,0,3.98,Scholastic,Paperback,233,2000,1998,,3/25/2020,,,read,,,,1,,,0,,,,,
37190,The Tale of Despereaux,Kate DiCamillo,"DiCamillo, Kate",Timothy Basil Ering,0763625299,9780763625290,4,4.04,Candlewick Press,Paperback,267,2008,2003,,3/25/2020,owned,owned (#187),read,,,,1,,,1,,,unspecified,,
44077476,"The Mysterious Benedict Society and the Riddle of Ages (The Mysterious Benedict Society, #4)",Trenton Lee Stewart,"Stewart, Trenton Lee",,,,2,4.2,"Little, Brown",,391,2019,2019,3/16/2020,2/10/2020,,,read,,,,1,,,0,,,,,
6164358,"The Mysterious Benedict Society and the Prisoner's Dilemma (The Mysterious Benedict Society, #3)",Trenton Lee Stewart,"Stewart, Trenton Lee",Del Roy,0307582396,9780307582393,3,4.3,Listening Library (Audio),Audio CD,11,2009,2009,3/3/2020,2/10/2020,,,read,,,,1,,,0,,,,,
27064345,"The Mandibles: A Family, 2029–2047",Lionel Shriver,"Shriver, Lionel",,0062328247,9780062328243,0,3.67,Harper,Hardcover,416,2016,2016,,2/28/2020,,,read,,,,1,,,0,,,,,
200924,Secrets in the Hills: A Josefina Mystery (American Girl Mysteries),Kathleen Ernst,"Ernst, Kathleen",Jean-Paul Tibbles,1593690975,9781593690977,0,4.01,American Girl Publishing Inc,Paperback,183,2006,2006,,2/28/2020,,,read,,,,1,,,0,,,,,
303917,"Zia (Island of the Blue Dolphins, #2)",Scott O'Dell,"O'Dell, Scott",,0440228174,9780440228172,0,3.47,Yearling,Mass Market Paperback,208,1998,1976,,2/28/2020,,,read,,,,1,,,0,,,,,
124245,The Black Pearl,Scott O'Dell,"O'Dell, Scott",,0440228867,9780440228868,0,3.49,Yearling,Mass Market Paperback,112,1999,1967,,2/28/2020,,,read,,,,1,,,0,,,,,
41044096,Island of the Blue Dolphins,Scott O'Dell,"O'Dell, Scott",,,,0,3.84,HMH Books for Young Readers,Kindle Edition,194,2010,1960,,2/28/2020,,,read,,,,1,,,0,,,,,
122756,My Brother Sam Is Dead,James Lincoln Collier,"Collier, James Lincoln",Christopher Collier,,,0,3.42,Scholastic Paperbacks,Paperback,240,2005,1974,,2/28/2020,,,read,,,,1,,,0,,,,,
1000239,"My Secret War: The World War II Diary of Madeline Beck, Long Island, New York 1941 (Dear America)",Mary Pope Osborne,"Osborne, Mary Pope",,0590687158,9780590687157,0,3.98,Scholastic Inc.,Hardcover,182,2000,2000,,2/28/2020,,,read,,,,1,,,0,,,,,
875642,A Time For Courage: The Suffragette Diary of Kathleen Bowen (Dear America),Kathryn Lasky,"Lasky, Kathryn",,0590511416,9780590511414,0,3.93,Scholastic Inc.,Hardcover,176,2002,2002,,2/28/2020,,,read,,,,1,,,0,,,,,
875641,Seeds of Hope: The Gold Rush Diary of Susanna Fairchild (Dear America),Kristiana Gregory,"Gregory, Kristiana",,0590511572,9780590511575,0,3.92,Scholastic,Hardcover,186,2001,2001,,2/28/2020,,,read,,,,1,,,0,,,,,
247982,"Voyage on the Great Titanic: The Diary of Margaret Ann Brady, R.M.S. Titanic, 1912 (Dear America)",Ellen Emerson White,"White, Ellen Emerson",,0590962736,9780590962735,0,3.98,Scholastic,Hardcover,204,1998,1998,,2/28/2020,,,read,,,,1,,,0,,,,,
1942409,"Annison's Risk (Adventures in Odyssey: Passages, #3)",Paul McCusker,"McCusker, Paul",,1561798096,9781561798094,0,4.1,Tommy Nelson,Paperback,177,1999,1999,,2/28/2020,,,read,,,,1,,,0,,,,,
1942407,"Arin's Judgment (Adventures in Odyssey: Passages, #2)",Paul McCusker,"McCusker, Paul",,156179774X,9781561797745,0,3.97,Tommy Nelson,Paperback,208,1999,1999,,2/28/2020,,,read,,,,1,,,0,,,,,
579039,"Darien's Rise (Adventures In Odyssey: Passages, #1)",Paul McCusker,"McCusker, Paul",,1561797731,9781561797738,0,4.09,Tommy Nelson,Paperback,208,1999,1999,,2/28/2020,,,read,,,,1,,,0,,,,,
24583,The Adventures of Tom Sawyer,Mark Twain,"Twain, Mark","Guy Cardwell, Ivan Kušan, John Seelye",0143039563,9780143039563,0,3.92,Penguin Classics,Paperback,244,2006,1876,,2/28/2020,,,read,,,,1,,,0,,,,,
337058,Jacob Have I Loved,Katherine Paterson,"Paterson, Katherine",,,9780064403689,0,3.67,HarperCollins,Paperback,244,2003,1980,,2/28/2020,,,read,,,,1,,,0,,,,,
299355,The Escape from Home (Beyond the Western Sea #1),Avi,"Avi, Avi",,0380728753,9780380728756,0,3.81,HarperTrophy,Paperback,336,1997,1996,,2/28/2020,,,read,,,,1,,,0,,,,,
121880,"Lord Kirkle's Money (Beyond the Western Sea, #2)",Avi,"Avi, Avi",,0380728761,9780380728763,0,3.89,HarperTrophy,Paperback,432,1998,1996,,2/28/2020,,,read,,,,1,,,0,,,,,
9466032,"A Tale of Two Castles (A Tale of Two Castles, #1)",Gail Carson Levine,"Levine, Gail Carson",Greg Call,0061229652,9780061229657,4,3.76,HarperTeen,Hardcover,328,2011,2011,,2/28/2020,,,read,,,,1,,,0,,,,,
24812,The Complete Calvin and Hobbes,Bill Watterson,"Watterson, Bill",,0740748475,9780740748479,5,4.79,Andrews McMeel Publishing,Hardcover,1456,2005,2005,12/25/2019,9/3/2019,favorite,favorite (#10),read,,,,1,,,0,,,,,
2159225,"The Mysterious Benedict Society and the Perilous Journey (The Mysterious Benedict Society, #2)",Trenton Lee Stewart,"Stewart, Trenton Lee",Diana Sudyka,0316057800,9780316057806,3,4.2,"Little, Brown and Company",Hardcover,440,2008,2008,2/13/2020,2/10/2020,,,read,,,,1,,,0,,,,,
36442813,The Order of Time,Carlo Rovelli,"Rovelli, Carlo",,073521610X,9780735216105,5,4.1,Riverhead Books,Hardcover,240,2018,2017,2/10/2020,2/5/2020,,,read,,,,1,,,0,,,,,
39280444,Speak,Laurie Halse Anderson,"Anderson, Laurie Halse",,0374311250,9780374311254,4,4.02,"Farrar, Straus and Giroux (Byr)",Hardcover,224,2019,1999,2/5/2020,2/1/2020,,,read,,,,1,,,0,,,,,
14891,A Tree Grows in Brooklyn,Betty  Smith,"Smith, Betty",,0061120073,9780061120077,5,4.27,HarperCollins Publishers,Paperback,496,2006,1943,,2/1/2020,owned,owned (#167),read,,,,1,,,1,,,unspecified,,
40519254,Shout,Laurie Halse Anderson,"Anderson, Laurie Halse",,,9780698195264,4,4.29,Penguin Young Readers Group,ebook,304,2019,2019,2/1/2020,1/30/2020,,,read,,,,1,,,0,,,,,
40605329,"The Mysterious Benedict Society (The Mysterious Benedict Society, #1)",Trenton Lee Stewart,"Stewart, Trenton Lee",,,,4,4.17,"Little, Brown Books for Young Readers",Kindle Edition,497,2008,2007,1/27/2020,12/31/2019,,,read,,,,1,,,0,,,,,
6609765,Out of My Mind,Sharon M. Draper,"Draper, Sharon M.",,141697170X,9781416971702,4,4.37,Atheneum Books for Young Readers,Hardcover,295,2010,2010,1/18/2020,12/5/2019,,,read,,,,1,,,0,,,,,
181396,"Stage Fright on a Summer Night (Magic Tree House, #25)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,0375806113,9780375806117,0,3.98,Random House Books for Young Readers,Paperback,70,2002,2002,,1/14/2020,,,read,,,,1,,,0,,,,,
93734,"Revolutionary War on Wednesday (Magic Tree House, #22)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,0679890688,9780679890683,0,3.92,Random House Books for Young Readers,Paperback,69,2010,2000,,1/14/2020,,,read,,,,1,,,0,,,,,
89612,"High Tide in Hawaii (Magic Tree House, #28)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,0375806164,9780375806162,5,3.99,Random House Books for Young Readers,Paperback,96,2003,2003,,1/14/2020,,,read,,,,1,,,0,,,,,
202041,"Day of the Dragon King (Magic Tree House, #14)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,0679890513,9780679890515,0,3.92,Random House for Young Readers,Paperback,96,2008,1998,,1/14/2020,,,read,,,,1,,,0,,,,,
181399,"Viking Ships At Sunrise (Magic Tree House, #15)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,0679890610,9780679890614,0,3.87,Random House Books for Young Readers,Paperback,73,1998,1998,,1/14/2020,,,read,,,,1,,,0,,,,,
948527,"Polar Bears Past Bedtime (Magic Tree House, #12)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,067988341X,9780679883418,0,3.9,Random House Books for Young Readers,Paperback,71,2003,1998,,1/14/2020,,,read,,,,1,,,0,,,,,
526643,"Twister on Tuesday (Magic Tree House, #23)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,0679890696,9780679890690,0,3.92,Random House Books for Young Readers,Paperback,96,2010,2001,,1/14/2020,,,read,,,,1,,,0,,,,,
126574,"Vacation Under the Volcano (Magic Tree House, #13)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,0679890505,9780679890508,0,4,Random House Children's Books,Paperback,74,1998,1998,,1/14/2020,,,read,,,,1,,,0,,,,,
122914,"Midnight on the Moon (Magic Tree House, #8)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,0679863745,9780679863748,0,3.94,Random House Books for Young Readers,Paperback,80,1996,2002,,1/14/2020,,,read,,,,1,,,0,,,,,
127335,"Tonight on the Titanic (Magic Tree House, #17)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,0439086728,9780679890638,0,4.05,Random House Books for Young Readers,Paperback,96,1999,1999,,1/14/2020,,,read,,,,1,,,0,,,,,
180645,"Afternoon on the Amazon (Magic Tree House, #6)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,0679863729,9780679863724,0,3.95,"Random House, Inc.",Paperback,67,1995,1995,,1/14/2020,,,read,,,,1,,,0,,,,,
460087,"Night of the Ninjas (Magic Tree House, #5)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,0679863710,9780679863717,0,3.96,Random House,Paperback,69,1995,1995,,1/14/2020,,,read,,,,1,,,0,,,,,
268955,"Mummies in the Morning (Magic Tree House, #3)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,0679824243,9780679824244,0,3.88,Random House,Paperback,65,1993,1993,,1/14/2020,,,read,,,,1,,,0,,,,,
608296,"Lions at Lunchtime (Magic Tree House, #11)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,0679883401,9780679883401,0,3.88,Random House Children's Books,Paperback,96,1998,1998,,1/14/2020,,,read,,,,1,,,0,,,,,
948526,"The Knight at Dawn (Magic Tree House, #2)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,067982412X,9780679824121,5,3.87,Random House,Paperback,66,1993,1993,,1/14/2020,,,read,,,,1,,,0,,,,,
460120,"Dolphins at Daybreak (Magic Tree House, #9)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,067988338X,9780679883388,0,3.96,Random House for Young Readers,Paperback,67,2010,2002,,1/14/2020,,,read,,,,1,,,0,,,,,
143717,"Pirates Past Noon (Magic Tree House, #4)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,0679824251,9780679824251,0,3.92,Random House Books for Young Readers,Paperback,80,1994,1992,,1/14/2020,,,read,,,,1,,,0,,,,,
824734,"Dinosaurs Before Dark (Magic Tree House, #1)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,0679824111,9780679824114,0,3.93,Random House,Paperback,68,1992,1992,,1/14/2020,,,read,,,,1,,,0,,,,,
7182899,"Into the Gauntlet (The 39 Clues, #10)",Margaret Peterson Haddix,"Haddix, Margaret Peterson",,0545060508,9780545060509,0,3.96,Scholastic Inc.,Hardcover,327,2010,2010,,1/14/2020,,,read,,,,1,,,0,,,,,
9465845,"Vespers Rising (The 39 Clues, #11)",Rick Riordan,"Riordan, Rick","Gordon Korman, Peter Lerangis, Jude Watson",0545290597,9780545290593,0,4.12,Scholastic Inc.,Hardcover,238,2011,2011,,1/14/2020,,,read,,,,1,,,0,,,,,
6393047,"The Viper's Nest (The 39 Clues, #7)",Peter Lerangis,"Lerangis, Peter",,0545060478,9780545060479,0,3.98,Scholastic Inc.,Hardcover,190,2010,2010,,1/14/2020,,,read,,,,1,,,0,,,,,
6697305,"Storm Warning (The 39 Clues, #9)",Linda Sue Park,"Park, Linda Sue",,0545060494,9780545060493,0,4,Scholastic Inc.,Hardcover,190,2010,2010,,1/14/2020,,,read,,,,1,,,0,,,,,
6545536,"The Emperor's Code (The 39 Clues, #8)",Gordon Korman,"Korman, Gordon",,0545060486,9780545060486,0,4.05,Scholastic Inc.,Hardcover,190,2010,2010,,1/14/2020,,,read,,,,1,,,0,,,,,
5972040,"Beyond the Grave (The 39 Clues, #4)",Jude Watson,"Watson, Jude",,0545060443,9780545060448,0,3.92,Scholastic Inc.,Hardcover,190,2009,2009,,1/14/2020,,,read,,,,1,,,0,,,,,
6389704,"In Too Deep (The 39 Clues, #6)",Jude Watson,"Watson, Jude",,054506046X,9780545060462,0,4.03,Scholastic Inc.,Hardcover,206,2009,2009,,1/14/2020,,,read,,,,1,,,0,,,,,
6255144,"The Black Circle (The 39 Clues, #5)",Patrick Carman,"Carman, Patrick",,0545060451,9780545060455,0,4,Scholastic Inc.,Hardcover,168,2009,2009,,1/14/2020,,,read,,,,1,,,0,,,,,
5861926,"The Sword Thief (The 39 Clues, #3)",Peter Lerangis,"Lerangis, Peter",,0545135702,9780545135702,0,3.89,"Scholastic, Inc.",Hardcover,156,2009,2009,,1/14/2020,,,read,,,,1,,,0,,,,,
3552023,"One False Note (The 39 Clues, #2)",Gordon Korman,"Korman, Gordon",,0545060427,9780545060424,0,3.9,Scholastic Inc.,Hardcover,174,2008,2008,,1/14/2020,,,read,,,,1,,,0,,,,,
2921082,"The Maze of Bones  (The 39 Clues, #1)",Rick Riordan,"Riordan, Rick",,0545060397,9780545060394,0,3.85,"Scholastic, Inc.",Hardcover,220,2008,2008,,1/14/2020,,,read,,,,1,,,0,,,,,
33863667,The Misfit's Manifesto,Lidia Yuknavitch,"Yuknavitch, Lidia",,,,3,3.83,Simon & Schuster UK,Hardcover,149,2017,2017,1/14/2020,1/12/2020,,,read,,,,1,,,0,,,,,
7170627,The Emperor of All Maladies: A Biography of Cancer,Siddhartha Mukherjee,"Mukherjee, Siddhartha",,,,0,4.28,Scribner,Hardcover,571,2010,2010,,1/13/2020,"to-read, tbr","to-read (#19), tbr (#14)",to-read,,,,0,,,0,,,,,
5544,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",Richard P. Feynman,"Feynman, Richard P.",Микола Климчук,0393316041,9780393316049,0,4.26,W. W. Norton & Company,Paperback,391,1997,1985,,1/13/2020,to-read,to-read (#18),to-read,,,,0,,,0,,,,,
31423133,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,William H. McRaven,"McRaven, William H.",,,,3,3.98,Grand Central Publishing,Audiobook,2,2017,2017,1/12/2020,1/3/2020,,,read,,,,1,,,0,,,,,
44882,Code: The Hidden Language of Computer Hardware and Software,Charles Petzold,"Petzold, Charles",,0735611319,9780735611313,4,4.4,Microsoft Press,Paperback,400,2000,1999,1/11/2020,12/18/2019,,,read,,,,1,,,0,,,,,
8520610,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,"Cain, Susan",Carlo Prosperi,0307352145,9780307352149,3,4.06,"Crown Publishing Group/Random House, Inc.",Hardcover,352,2012,2012,1/8/2020,11/25/2019,,,read,,,,1,,,0,,,,,
30754030,2 Kinds of People: A Visual Compatibility Quiz,João Rocha,"Rocha, João",,0761189491,9780761189497,3,3.75,Workman Publishing Company,Paperback,176,2017,,,1/7/2020,,,read,,,,1,,,0,,,,,
37903770,Norse Mythology,Neil Gaiman,"Gaiman, Neil",,,,4,4.08,W. W. Norton & Company,Paperback,301,2018,2017,,12/30/2019,,,read,,,,1,,,0,,,,,
16075836,"The Black Reckoning (The Books of Beginning, #3)",John  Stephens,"Stephens, John",,,9780385755788,4,4.24,Random House,Paperback,421,2015,2015,,12/29/2019,,,read,,,,1,,,0,,,,,
13262797,"The Fire Chronicle (The Books of Beginning, #2)",John  Stephens,"Stephens, John",,0375868712,9780375868719,5,4.23,Knopf Books for Young Readers,Hardcover,437,2012,2012,,12/29/2019,,,read,,,,1,,,0,,,,,
8619814,"The Emerald Atlas (The Books of Beginning, #1)",John  Stephens,"Stephens, John",,0375868704,9780375868702,5,3.94,Alfred A. Knopf,Hardcover,417,2011,2011,,12/29/2019,,,read,,,,1,,,0,,,,,
28187,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,"Riordan, Rick",,0786838655,9780786838653,4,4.26,Disney Hyperion Books,Paperback,377,2006,2005,12/27/2019,12/20/2019,,,read,,,,1,,,0,,,,,
43582733,Stillness Is the Key,Ryan Holiday,"Holiday, Ryan",,0525538585,9780525538585,0,4.21,Portfolio,Hardcover,288,2019,2019,,12/26/2019,to-read,to-read (#17),to-read,,,,0,,,0,,,,,
37793,A Doll's House,Henrik Ibsen,"Ibsen, Henrik","T. Weber, Michael   Meyer",1406914835,9781406914832,4,3.74,Hard Press,Paperback,122,2007,1879,12/6/2019,12/6/2019,,,read,,,,2,,,0,,,,,
30118,A Light in the Attic,Shel Silverstein,"Silverstein, Shel",,0060513063,9780060513061,0,4.32,Harpercollins Childrens Books,Hardcover,176,2002,1981,,12/5/2019,,,read,,,,1,,,0,,,,,
30120,Falling Up,Shel Silverstein,"Silverstein, Shel",,0060513098,9780060513092,0,4.33,HarperCollins Publishers,Unknown Binding,178,1996,1996,,12/5/2019,,,read,,,,1,,,0,,,,,
30119,Where the Sidewalk Ends,Shel Silverstein,"Silverstein, Shel",,0060513039,9780060513030,0,4.3,Harpercollins Childrens Books,Hardcover,176,2002,1974,,12/5/2019,,,read,,,,1,,,0,,,,,
11870085,The Fault in Our Stars,John Green,"Green, John",,,,0,4.19,Dutton Books,Hardcover,313,2012,2012,,12/4/2019,,,read,,,,1,,,0,,,,,
52357,Beowulf,Unknown,"Unknown, Unknown",Seamus Heaney,0393320979,9780393320978,0,3.46,W.W. Norton & Company,Paperback,245,2001,900,,12/4/2019,,,read,,,,1,,,0,,,,,
12957,Much Ado About Nothing,William Shakespeare,"Shakespeare, William","Barbara A. Mowat, Paul Werstine, Robert          Jackson, Gail Kern Paster",0743482751,9780743482752,0,4.06,Simon  Schuster,Paperback,246,2004,1598,,12/4/2019,,,read,,,,1,,,0,,,,,
9361589,The Night Circus,Erin Morgenstern,"Morgenstern, Erin",Matthias Brandt,0385534639,9780385534635,3,4.03,Doubleday,Hardcover,391,2011,2011,,12/2/2019,,,read,,,,1,,,0,,,,,
43812079,Talking to Strangers: What We Should Know About the People We Don’t Know,Malcolm Gladwell,"Gladwell, Malcolm",,,,5,4.02,Allen Lane,Hardcover,320,2019,2019,9/13/2019,8/17/2019,,,read,,,,1,,,0,,,,,
35297573,"Furnishing Eternity: A Father, a Son, a Coffin, and a Measure of Life",David Giffels,"Giffels, David",,1501105949,9781501105944,2,4.25,Scribner,Hardcover,256,2018,2018,9/10/2019,9/6/2019,,,read,,,,1,,,0,,,,,
384311,Cool It: The Skeptical Environmentalist's Guide to Global Warming,Bjørn Lomborg,"Lomborg, Bjørn",,0307266923,9780307266927,0,3.71,Alfred A. Knopf (NY),Hardcover,253,2007,2007,,11/21/2019,to-read,to-read (#15),to-read,,,,0,,,0,,,,,
3735293,Clean Code: A Handbook of Agile Software Craftsmanship,Robert C. Martin,"Martin, Robert C.",,0132350882,9780132350884,3,4.4,Pearson,Paperback,434,2008,2007,11/21/2019,10/21/2019,,,read,,,,1,,,0,,,,,
433567,Flatland: A Romance of Many Dimensions,Edwin A. Abbott,"Abbott, Edwin A.","Banesh Hoffmann, Masolino D'Amico, Giorgio Manganelli",048627263X,9780486272634,4,3.81,"Dover Publications, Inc.",Paperback,96,1992,1884,,11/21/2019,,,read,,,,1,,,0,,,,,
28449257,The Wonder,Emma Donoghue,"Donoghue, Emma",,0316393878,9780316393874,2,3.62,"Little, Brown and Company",Hardcover,291,2016,2016,11/9/2019,10/7/2019,,,read,,,,1,,,0,,,,,
31685789,Room,Emma Donoghue,"Donoghue, Emma",,,,4,4.06,"Little, Brown and Company",Kindle Edition,321,2010,2010,11/1/2019,7/28/2019,,,read,,,,1,,,0,,,,,
36950075,The World in a Grain: The Story of Sand and How It Transformed Civilization,Vince Beiser,"Beiser, Vince",,0399576428,9780399576423,3,4.05,Riverhead Books,Hardcover,294,2018,2018,10/25/2019,9/10/2019,,,read,,,,1,,,0,,,,,
11346464,The Artist of Disappearance,Anita Desai,"Desai, Anita",,0547577451,9780547577456,4,3.37,Houghton Mifflin Harcourt,Hardcover,156,2011,2011,,10/21/2019,,,read,,,,1,,,0,,,,,
33268384,"iGen: Why Today’s Super-Connected Kids Are Growing Up Less Rebellious, More Tolerant, Less Happy--and Completely Unprepared for Adulthood--and What That Means for the Rest of Us",Jean M. Twenge,"Twenge, Jean M.",,1501151983,9781501151989,4,3.79,Atria Books,Hardcover,352,2017,2017,10/15/2019,10/3/2019,,,read,,,,1,,,0,,,,,
3872,A History of the World in 6 Glasses,Tom Standage,"Standage, Tom",,0802715524,9780802715524,0,3.77,Bloomsbury,Paperback,336,2006,2005,,10/14/2019,to-read,to-read (#14),to-read,,,,0,,,0,,,,,
40537416,Power Trip: The Story of Energy,Michael E. Webber,"Webber, Michael E.",,1541644395,9781541644397,0,3.88,Basic Books,Hardcover,304,2019,,,9/10/2019,"to-read, deep-dive","to-read (#13), deep-dive (#1)",to-read,,,,0,,,0,,,,,
121807,The Transall Saga,Gary Paulsen,"Paulsen, Gary",,0440219760,9780440219767,0,4.21,Laurel Leaf,Paperback,256,1999,1998,,8/31/2019,,,read,,,,1,,,0,,,,,
141371,"Brian's Return (Brian's Saga, #4)",Gary Paulsen,"Paulsen, Gary",,,,0,3.97,Laurel Leaf,Mass Market Paperback,144,2001,1992,,8/31/2019,,,read,,,,1,,,0,,,,,
141372,"Brian's Winter (Brian's Saga, #3)",Gary Paulsen,"Paulsen, Gary",,0440227194,9780440227199,0,4.02,Laurel Leaf,Mass Market Paperback,144,1998,1996,,8/31/2019,,,read,,,,1,,,0,,,,,
2915,"The River (Brian's Saga, #2)",Gary Paulsen,"Paulsen, Gary",,044022750X,9780440227502,0,3.81,Laurel Leaf Library,Paperback,160,1998,1991,,8/31/2019,,,read,,,,1,,,0,,,,,
50,"Hatchet (Brian's Saga, #1)",Gary Paulsen,"Paulsen, Gary",,0689840926,9780689840920,0,3.74,Atheneum Books for Young Readers: Richard Jackson Books,Hardcover,208,2000,1987,,8/31/2019,,,read,,,,1,,,0,,,,,
47281,Number the Stars,Lois Lowry,"Lowry, Lois",,0440227534,9780440227533,0,4.15,Laurel Leaf,Mass Market Paperback,137,1998,1989,,8/31/2019,,,read,,,,1,,,0,,,,,
1885,Pride and Prejudice,Jane Austen,"Austen, Jane",Anna Quindlen,,,0,4.27,Modern Library,Paperback,279,2000,1813,,8/31/2019,,,read,,,,1,,,0,,,,,
14935,Sense and Sensibility,Jane Austen,"Austen, Jane","Tony Tanner, Juliet Stevenson, Sam Ngo, Sara Singh, Rosalind Ballaster, Ros Ballaster",,,0,4.08,Penguin Books,Paperback,409,2003,1811,,8/31/2019,,,read,,,,1,,,0,,,,,
11735983,"Insurgent (Divergent, #2)",Veronica Roth,"Roth, Veronica",,0007442912,9780007442911,4,4.01,HarperCollins Children's Books,Hardcover,525,2012,2012,,8/30/2019,,,read,,,,1,,,0,,,,,
77394,"Anne's House of Dreams (Anne of Green Gables, #5)",L.M. Montgomery,"Montgomery, L.M.",,,,3,4.14,Bantam Books,Mass Market Paperback,227,1983,1917,,8/30/2019,,,read,,,,1,,,0,,,,,
77392,"Anne of the Island (Anne of Green Gables, #3)",L.M. Montgomery,"Montgomery, L.M.",,0553213172,9780553213171,4,4.23,Bantam Books,Paperback,243,1983,1915,,8/30/2019,,,read,,,,1,,,0,,,,,
3228917,Outliers: The Story of Success,Malcolm Gladwell,"Gladwell, Malcolm",,0316017922,9780316017923,4,4.17,"Little, Brown and Company",Hardcover,309,2008,2008,,6/25/2018,,,read,,,,1,,,0,,,,,
36722689,Data Science,John D. Kelleher,"Kelleher, John D.",Brendan Tierney,0262535432,9780262535434,2,3.95,The MIT Press,Paperback,280,2018,,8/30/2019,5/6/2019,,,read,,,,1,,,0,,,,,
3181953,The Heretic's Daughter,Kathleen Kent,"Kent, Kathleen",,0316037532,9780316037532,4,3.77,"Little, Brown and Company",Hardcover,332,2008,2008,8/24/2019,8/5/2019,,,read,,,,1,,,0,,,,,
20527133,"Superintelligence: Paths, Dangers, Strategies",Nick Bostrom,"Bostrom, Nick",,0199678111,9780199678112,2,3.87,Oxford University Press,Hardcover,328,2014,2014,8/24/2019,8/2/2019,,,read,,,,1,,,0,,,,,
77730,Weirdos from Another Planet! (Calvin and Hobbes #4),Bill Watterson,"Watterson, Bill",,0836218620,9780836218626,0,4.62,Andrews and McMeel Publishing,Paperback,128,1990,1990,,8/23/2019,,,read,,,,1,,,0,,,,,
70491,Yukon Ho! (Calvin and Hobbes #3),Bill Watterson,"Watterson, Bill",,0751509345,9780751509342,0,4.62,Andrews McMeel Publishing,Paperback,126,1989,1989,,8/23/2019,,,read,,,,1,,,0,,,,,
70490,Something Under the Bed is Drooling (Calvin and Hobbes #2),Bill Watterson,"Watterson, Bill",Pat Oliphant,0833554549,9780833554543,0,4.62,Turtleback Books,Hardcover,128,1988,1988,,8/23/2019,,,read,,,,1,,,0,,,,,
